Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day,Duration,Campaign,PrevDays,Previous,PrevOutcome,EmpVarRate,ConPriceIndex,ConConfIndex,EuriborRate,NumEmp
43,technician,married,professional,no,yes,no,cellular,jul,thu,1193,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6
43,admin,divorced,highschool,no,yes,no,cellular,jul,mon,329,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50,admin,married,university,no,yes,no,cellular,aug,mon,540,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
40,admin,single,university,no,yes,no,cellular,jul,tue,220,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,technician,married,highschool,no,yes,no,cellular,jul,wed,475,3,3,1,success,-2.9,92.469,-33.6,1.029,5076.2
29,technician,married,professional,no,no,no,telephone,may,tue,128,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
38,services,married,basic9y,no,no,no,cellular,jun,fri,140,2,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2
32,admin,single,highschool,no,yes,no,cellular,jun,tue,350,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
33,blue-collar,married,basic4y,unknown,no,no,telephone,may,tue,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
42,blue-collar,married,basic4y,unknown,no,no,cellular,apr,fri,557,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
30,admin,married,university,no,no,yes,cellular,aug,tue,129,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
30,admin,married,university,no,no,no,cellular,may,tue,22,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
24,blue-collar,single,basic9y,no,yes,no,cellular,may,mon,155,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
49,blue-collar,married,basic4y,no,yes,no,telephone,aug,thu,158,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
46,admin,divorced,university,no,yes,no,telephone,may,wed,176,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
55,blue-collar,married,basic9y,unknown,no,no,telephone,jun,fri,23,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39,technician,married,professional,no,no,no,telephone,may,tue,411,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
63,housemaid,married,basic9y,no,yes,no,cellular,apr,fri,164,1,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7
54,management,married,university,no,yes,yes,telephone,jul,tue,44,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
28,blue-collar,single,basic9y,no,no,no,telephone,may,tue,222,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
34,management,divorced,university,no,yes,no,cellular,jul,tue,580,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
50,admin,married,basic9y,unknown,yes,yes,telephone,may,tue,412,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46,admin,married,professional,no,no,no,telephone,may,wed,69,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
35,blue-collar,married,professional,no,yes,no,cellular,may,mon,42,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
57,blue-collar,married,basic4y,no,no,no,cellular,aug,wed,430,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
46,services,married,highschool,no,yes,no,cellular,jul,mon,181,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
47,services,married,highschool,unknown,yes,no,cellular,aug,thu,227,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
52,blue-collar,married,basic4y,no,no,no,cellular,may,wed,437,4,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
54,blue-collar,married,highschool,no,yes,yes,telephone,jun,wed,26,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
31,blue-collar,married,basic9y,no,no,yes,telephone,may,wed,582,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
35,blue-collar,married,basic6y,no,no,no,cellular,may,thu,126,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
31,admin,married,university,no,yes,no,cellular,nov,wed,779,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8
50,blue-collar,married,professional,no,yes,yes,cellular,aug,tue,14,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
41,management,married,unknown,no,yes,no,telephone,may,fri,129,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
41,blue-collar,married,basic6y,unknown,yes,no,cellular,may,thu,220,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
51,technician,married,university,unknown,yes,yes,cellular,jul,wed,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46,technician,single,professional,no,no,no,cellular,aug,thu,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
41,blue-collar,divorced,professional,no,no,no,telephone,jun,mon,39,10,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
54,blue-collar,married,basic9y,no,yes,no,cellular,jul,thu,150,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
41,admin,single,highschool,no,no,no,cellular,nov,tue,143,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8
29,blue-collar,married,basic9y,no,no,no,telephone,may,mon,65,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39,services,married,highschool,no,yes,no,cellular,jul,thu,216,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
52,services,married,basic6y,no,no,no,cellular,apr,mon,157,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
40,admin,divorced,highschool,no,no,no,cellular,jul,mon,837,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
52,unknown,married,basic6y,no,no,no,telephone,may,fri,54,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
34,admin,married,highschool,no,yes,no,telephone,jun,fri,95,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
39,technician,single,professional,no,no,no,cellular,may,tue,844,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
29,admin,married,university,no,no,no,cellular,aug,tue,124,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
27,student,single,highschool,unknown,yes,no,cellular,jul,mon,54,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39,blue-collar,married,basic4y,no,no,yes,cellular,may,tue,300,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
38,technician,single,university,no,yes,no,cellular,may,mon,12,13,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
41,admin,married,highschool,no,no,no,cellular,may,wed,64,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
32,entrepreneur,married,highschool,no,yes,no,cellular,may,mon,101,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
30,admin,single,university,no,no,no,cellular,aug,fri,60,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
48,technician,married,professional,no,no,no,cellular,oct,thu,491,1,6,3,success,-1.1,94.601,-49.5,0.987,4963.6
30,management,married,university,no,no,no,cellular,may,fri,173,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
49,technician,married,professional,no,no,no,telephone,may,thu,269,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
27,technician,single,university,no,yes,no,cellular,sep,thu,530,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6
52,entrepreneur,married,basic9y,no,unknown,unknown,telephone,nov,mon,147,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8
34,admin,married,university,no,yes,no,cellular,may,fri,159,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
29,admin,married,university,no,no,yes,telephone,may,tue,232,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
39,services,single,highschool,no,yes,no,cellular,apr,thu,1007,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
38,admin,married,unknown,no,no,yes,cellular,jul,wed,311,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,admin,single,highschool,no,no,no,cellular,jul,wed,96,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
58,technician,married,highschool,no,yes,no,cellular,aug,thu,260,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
33,admin,married,professional,no,yes,no,cellular,aug,fri,130,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
56,technician,married,professional,unknown,yes,no,cellular,nov,fri,266,6,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
46,management,married,university,unknown,yes,no,cellular,apr,fri,268,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
59,admin,divorced,highschool,unknown,no,yes,cellular,jul,mon,630,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
35,services,single,highschool,no,no,no,cellular,may,thu,350,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
38,blue-collar,divorced,unknown,no,yes,no,telephone,may,wed,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
37,blue-collar,married,basic9y,unknown,no,no,telephone,jul,mon,179,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
30,admin,single,university,no,yes,yes,cellular,jul,mon,317,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
31,admin,married,university,no,no,no,cellular,aug,mon,74,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
54,blue-collar,married,basic9y,no,no,no,cellular,jul,fri,261,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
55,housemaid,married,basic4y,unknown,no,no,telephone,nov,fri,270,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
33,blue-collar,married,basic9y,no,no,no,telephone,may,tue,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
32,entrepreneur,married,basic4y,no,yes,no,cellular,nov,wed,547,7,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
60,management,married,university,unknown,yes,no,telephone,may,thu,152,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
37,management,single,university,no,no,no,cellular,may,tue,107,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
32,management,single,professional,no,no,no,cellular,may,tue,134,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
35,admin,single,university,no,yes,no,cellular,jul,mon,167,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
47,blue-collar,divorced,basic9y,no,yes,no,cellular,jul,tue,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
47,services,married,basic6y,no,yes,yes,telephone,jun,fri,150,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
29,admin,married,university,no,no,no,cellular,may,mon,90,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
42,blue-collar,married,basic4y,no,no,no,cellular,may,tue,360,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
33,unemployed,divorced,professional,no,yes,no,telephone,aug,mon,331,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,technician,married,professional,no,no,no,cellular,aug,tue,129,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
47,technician,married,professional,no,no,no,cellular,jul,mon,149,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
30,student,single,unknown,unknown,no,no,telephone,may,wed,166,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
31,self-employed,married,university,no,no,yes,telephone,may,mon,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
26,admin,single,highschool,no,yes,no,cellular,jul,fri,251,1,999,1,failure,-1.7,94.215,-40.3,0.885,4991.6
50,management,married,highschool,unknown,yes,no,telephone,jun,tue,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,admin,single,highschool,no,yes,no,cellular,sep,fri,113,1,999,1,failure,-3.4,92.379,-29.8,0.773,5017.5
30,technician,single,professional,no,no,no,cellular,jul,tue,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39,self-employed,married,basic4y,unknown,yes,no,telephone,may,tue,3366,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
27,unemployed,single,university,no,no,no,telephone,jul,tue,27,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
59,management,married,basic4y,unknown,yes,yes,telephone,may,tue,318,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
28,self-employed,single,university,no,no,no,cellular,mar,fri,114,1,999,0,nonexistent,-1.8,92.843,-50,1.64,5099.1
32,technician,married,highschool,no,no,no,cellular,jul,thu,182,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,admin,single,university,no,no,no,telephone,jun,fri,34,29,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
37,technician,married,professional,no,no,no,telephone,jul,thu,43,32,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
37,management,married,university,unknown,no,no,cellular,jul,mon,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38,blue-collar,married,basic9y,unknown,yes,no,cellular,may,tue,276,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
32,admin,single,university,no,no,no,cellular,jul,fri,184,1,9,3,failure,-1.7,94.215,-40.3,0.861,4991.6
49,blue-collar,married,professional,unknown,no,no,telephone,may,mon,144,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
35,blue-collar,married,highschool,no,yes,no,cellular,may,fri,130,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
34,blue-collar,married,basic9y,no,no,no,telephone,may,fri,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
42,management,divorced,university,no,yes,no,cellular,jul,fri,215,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
47,management,married,university,no,no,no,cellular,aug,thu,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
31,blue-collar,single,highschool,no,yes,no,cellular,nov,thu,359,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
30,admin,married,university,no,yes,no,cellular,apr,thu,243,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1
52,management,married,university,no,yes,yes,cellular,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
39,blue-collar,married,basic6y,unknown,no,no,cellular,may,fri,40,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
59,self-employed,single,university,no,yes,no,telephone,may,fri,249,3,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1
22,blue-collar,single,basic6y,unknown,unknown,unknown,telephone,may,tue,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46,admin,married,highschool,no,yes,no,cellular,oct,wed,143,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5
48,services,married,professional,unknown,yes,yes,cellular,jul,wed,354,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
55,services,divorced,professional,no,yes,no,telephone,apr,wed,164,23,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1
38,management,married,professional,unknown,yes,no,cellular,nov,wed,58,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
42,self-employed,married,university,no,yes,no,cellular,aug,fri,219,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
31,blue-collar,married,basic9y,no,yes,no,telephone,may,thu,203,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
28,blue-collar,single,basic9y,no,unknown,unknown,telephone,may,tue,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
44,blue-collar,married,basic4y,no,no,no,telephone,may,tue,38,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
54,management,married,university,no,no,no,telephone,jun,tue,84,15,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
28,admin,single,highschool,no,yes,no,cellular,may,tue,116,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
53,technician,married,professional,no,yes,no,telephone,may,wed,248,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
36,blue-collar,married,highschool,no,no,no,telephone,jun,thu,272,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
32,services,married,highschool,no,no,no,cellular,jul,mon,1271,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
25,student,single,unknown,unknown,yes,no,cellular,jul,tue,371,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2
27,self-employed,married,professional,no,no,no,telephone,nov,wed,669,1,999,0,nonexistent,-0.1,93.2,-42,4.663,5195.8
42,entrepreneur,married,university,no,yes,no,cellular,may,mon,265,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
30,blue-collar,single,basic9y,no,yes,yes,cellular,may,thu,273,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
48,unknown,married,unknown,unknown,yes,no,cellular,jul,mon,207,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,blue-collar,married,basic6y,unknown,no,no,telephone,may,fri,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
44,technician,divorced,basic9y,unknown,no,no,telephone,may,tue,472,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
42,admin,married,basic4y,no,no,no,telephone,may,mon,322,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
30,services,married,highschool,unknown,yes,no,telephone,may,wed,502,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
32,services,single,basic9y,no,yes,no,cellular,jul,thu,165,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
30,management,single,university,no,yes,yes,cellular,may,tue,228,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
35,blue-collar,single,highschool,no,yes,no,cellular,may,mon,33,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
50,blue-collar,married,basic9y,unknown,no,no,cellular,jul,thu,16,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,admin,single,university,no,no,no,telephone,may,fri,234,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
61,management,married,university,no,yes,no,cellular,sep,fri,491,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5
28,admin,single,university,no,no,no,cellular,aug,thu,489,5,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
47,admin,divorced,highschool,no,yes,no,cellular,sep,tue,188,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5
54,self-employed,married,university,no,yes,no,cellular,oct,thu,317,6,6,1,success,-1.1,94.601,-49.5,0.987,4963.6
50,housemaid,married,basic9y,unknown,unknown,unknown,telephone,may,wed,66,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
59,retired,married,basic9y,no,no,no,cellular,aug,wed,351,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
57,admin,single,university,unknown,yes,no,cellular,aug,wed,404,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,technician,married,professional,no,yes,no,telephone,jun,thu,18,31,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
42,management,married,basic9y,no,no,no,telephone,jul,thu,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
46,self-employed,married,basic9y,unknown,yes,no,telephone,may,fri,182,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
54,admin,married,university,no,yes,no,cellular,nov,fri,455,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5
40,technician,married,highschool,no,no,no,telephone,may,thu,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
44,unemployed,married,highschool,no,yes,no,cellular,aug,thu,143,1,3,1,success,-2.9,92.201,-31.4,0.873,5076.2
29,services,single,highschool,no,no,no,telephone,jun,wed,116,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2
35,technician,single,professional,no,yes,yes,cellular,jul,thu,559,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,admin,single,university,no,no,no,telephone,may,wed,126,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
33,blue-collar,married,basic9y,unknown,no,no,telephone,jun,tue,164,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
30,technician,single,professional,no,yes,no,cellular,aug,mon,191,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
41,blue-collar,single,basic4y,unknown,yes,no,cellular,may,wed,426,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
44,admin,married,highschool,unknown,yes,no,cellular,aug,fri,453,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
30,services,single,highschool,no,yes,no,telephone,may,wed,190,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
56,blue-collar,married,basic9y,no,unknown,unknown,cellular,aug,mon,68,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
42,admin,married,professional,no,no,yes,cellular,may,mon,300,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
31,management,married,university,no,no,no,cellular,aug,mon,92,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
51,unemployed,married,basic6y,no,yes,no,cellular,jun,thu,79,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2
79,retired,married,unknown,no,no,no,cellular,aug,thu,86,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
35,admin,married,highschool,no,no,yes,cellular,nov,tue,140,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8
47,management,married,university,no,no,no,telephone,nov,tue,195,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
28,technician,married,university,no,yes,no,cellular,jul,wed,321,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
43,management,married,university,no,no,no,cellular,nov,mon,179,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
47,admin,married,university,no,no,no,cellular,aug,thu,167,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
28,student,single,university,unknown,yes,no,telephone,may,mon,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
49,blue-collar,married,basic6y,no,no,no,cellular,aug,mon,133,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
49,services,married,highschool,no,no,yes,telephone,jun,thu,374,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
36,technician,single,highschool,unknown,yes,yes,cellular,aug,thu,971,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
38,blue-collar,married,basic6y,unknown,yes,no,cellular,jul,thu,129,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
55,blue-collar,married,basic4y,no,yes,yes,cellular,aug,thu,21,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
33,services,single,highschool,no,no,yes,cellular,may,mon,171,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
57,housemaid,married,basic4y,no,yes,no,telephone,apr,wed,595,3,999,1,failure,-1.8,93.749,-34.6,0.642,5008.7
31,admin,married,highschool,no,yes,no,cellular,aug,wed,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
31,technician,single,university,no,unknown,unknown,cellular,aug,wed,184,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
29,unemployed,single,university,no,no,yes,telephone,may,wed,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
41,blue-collar,single,basic9y,no,no,no,cellular,nov,thu,120,4,999,1,failure,-0.1,93.2,-42,4.076,5195.8
29,blue-collar,single,basic4y,unknown,yes,no,telephone,may,thu,42,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
48,technician,single,unknown,no,yes,no,telephone,may,fri,722,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
34,technician,single,unknown,no,yes,no,cellular,aug,thu,320,2,3,1,success,-2.9,92.201,-31.4,0.851,5076.2
40,management,married,university,no,yes,no,cellular,jun,mon,295,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2
51,housemaid,married,basic4y,unknown,no,yes,cellular,aug,thu,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
37,admin,single,university,no,no,yes,cellular,aug,mon,205,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,housemaid,single,unknown,no,yes,no,telephone,jun,thu,66,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
28,student,single,highschool,no,yes,no,cellular,aug,wed,188,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2
50,technician,married,university,no,no,no,cellular,nov,fri,302,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8
31,entrepreneur,single,university,no,no,no,cellular,nov,thu,1855,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
33,admin,married,university,no,no,no,cellular,oct,fri,130,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5
45,entrepreneur,married,university,no,no,no,cellular,apr,thu,82,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
56,blue-collar,married,highschool,unknown,yes,no,telephone,jun,fri,79,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
29,admin,single,highschool,no,no,no,cellular,may,fri,167,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
33,admin,divorced,highschool,no,no,no,telephone,nov,wed,50,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39,admin,married,university,unknown,no,no,telephone,jul,thu,94,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
32,admin,single,university,no,yes,no,cellular,aug,thu,206,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
47,admin,married,university,unknown,no,no,telephone,jun,thu,49,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
46,admin,married,highschool,unknown,yes,no,telephone,may,fri,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
45,blue-collar,married,basic6y,no,no,no,cellular,nov,thu,834,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
35,technician,single,professional,no,yes,no,cellular,aug,wed,75,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
55,housemaid,married,basic4y,no,no,no,cellular,apr,mon,197,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1
38,admin,single,basic9y,no,no,no,telephone,jun,thu,406,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
35,management,single,university,no,no,no,telephone,nov,tue,52,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
27,services,single,university,no,unknown,unknown,cellular,jul,wed,288,9,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
32,technician,single,university,no,no,yes,cellular,aug,tue,1092,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
38,admin,single,university,unknown,no,no,telephone,jun,tue,556,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
40,blue-collar,married,basic6y,no,yes,no,telephone,jun,mon,104,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
58,retired,married,professional,no,no,no,cellular,nov,wed,189,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
25,blue-collar,married,basic9y,unknown,yes,no,telephone,jun,wed,329,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
32,student,single,professional,no,yes,yes,cellular,nov,fri,261,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
40,services,married,highschool,no,no,no,telephone,may,thu,153,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
